"age","sexe","nivetud","occup","qualif","freres.soeurs","clso","relig","trav.imp","trav.satisf","hard.rock","lecture.bd","peche.chasse","cuisine","bricol","cinema","sport","heures.tv","age_group"
49,"Homme","Techno/Pro court","Exerce une profession",NA,4,"Non","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Non",3,"35-49"
39,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0.4,"35-49"
27,"Femme",NA,"Etudiant, eleve",NA,5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Oui","Oui","Non","Oui","Oui",0.7,"25-34"
24,"Femme","Techno/Pro long","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",1,"18-24"
44,"Femme","Techno/Pro long","Exerce une profession","Cadre",1,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",0,"35-49"
55,"Femme","Supérieur & tech","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",1.7,"50-64"
37,"Femme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",4,"35-49"
50,"Femme","Techno/Pro long","Exerce une profession","Cadre",1,"Oui","Pratiquant occasionnel","Peu important","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",0.7,"50-64"
21,"Homme",NA,"Etudiant, eleve",NA,1,"Oui","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",2,"18-24"
58,"Homme","Primaires","Retraite","Ouvrier qualifie",3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",1,"50-64"
69,"Femme","1er cycle","Retraite",NA,0,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",2,"65+"
48,"Homme","Techno/Pro long","Exerce une profession","Profession intermediaire",3,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",2,"35-49"
21,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Oui",2,"18-24"
76,"Homme","Primaires","Retire des affaires",NA,2,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",1,"65+"
73,"Femme","1er cycle","Autre inactif","Autre",3,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",0,"65+"
30,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",5,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",3,"25-34"
43,"Femme","Supérieur & tech","Exerce une profession",NA,2,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0.7,"35-49"
50,"Femme","Primaires","Exerce une profession","Ouvrier specialise",8,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Non","Non",3,"50-64"
36,"Homme","Techno/Pro long","Exerce une profession","Profession intermediaire",1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Non","Oui",2,"35-49"
43,"Femme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",0.3,"35-49"
89,"Femme","< Etudes primaires","Au foyer","Ouvrier specialise",5,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
25,"Femme","Techno/Pro long","Exerce une profession","Employe",3,"Non","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"25-34"
29,"Homme","Supérieur & tech","Chomeur","Employe",1,"Non","Ni croyance ni appartenance",NA,NA,"Oui","Non","Non","Non","Non","Oui","Non",0.1,"25-34"
42,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",1,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Oui",0,"35-49"
26,"Homme","Techno/Pro court","Exerce une profession","Employe",0,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Oui","Non","Oui","Oui","Oui","Oui","Oui",4,"25-34"
90,"Femme","1er cycle","Retraite","Employe",3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",5,"65+"
63,"Homme","Techno/Pro court","Retire des affaires",NA,13,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",0,"50-64"
60,"Homme","Supérieur & tech","Retraite","Employe",2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",4,"50-64"
46,"Femme","Primaires","Exerce une profession","Employe",5,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",2,"35-49"
23,"Homme",NA,"Etudiant, eleve",NA,2,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"18-24"
89,"Femme","< Etudes primaires","Autre inactif",NA,2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
41,"Homme","Supérieur & tech","Exerce une profession","Technicien",4,"Non","Rejet","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",1.4,"35-49"
72,"Femme","Techno/Pro court","Retire des affaires",NA,0,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",5,"65+"
43,"Femme","Techno/Pro long","Chomeur","Employe",4,"Oui","Appartenance sans pratique",NA,NA,"Oui","Non","Non","Oui","Oui","Oui","Non",3,"35-49"
30,"Homme","Supérieur & tech","Exerce une profession",NA,1,"Non","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Oui",1,"25-34"
31,"Homme","1er cycle","Exerce une profession","Ouvrier qualifie",5,"Non","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",3,"25-34"
53,"Femme","Primaires","Exerce une profession","Ouvrier qualifie",13,"Oui","Appartenance sans pratique","Moins important que le reste","Insatisfaction","Non","Non","Non","Non","Non","Non","Oui",1,"50-64"
72,"Femme","Supérieur & tech","Retraite","Cadre",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",1.1,"65+"
42,"Femme","Supérieur & tech","Au foyer","Profession intermediaire",8,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",1,"35-49"
48,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Oui","Non","Non","Oui","Oui","Oui",0.1,"35-49"
40,"Femme","2eme cycle","Exerce une profession","Employe",2,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",1,"35-49"
70,"Homme","Primaires","Retraite","Ouvrier qualifie",0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Oui",3,"65+"
54,"Femme","Techno/Pro court","Au foyer","Employe",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
26,"Homme","1er cycle","Chomeur","Ouvrier specialise",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",2,"25-34"
33,"Femme","Techno/Pro court","Exerce une profession","Employe",3,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Non",3,"25-34"
24,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",2,"Non","Ni croyance ni appartenance","Moins important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"18-24"
69,"Homme","Techno/Pro court","Retraite","Ouvrier qualifie",3,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",6,"65+"
49,"Homme","Primaires","Autre inactif","Ouvrier qualifie",9,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Oui","Non","Non","Non","Non",4,"35-49"
50,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",0,"Oui","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Oui",2,"50-64"
28,"Homme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",1,"Oui","Appartenance sans pratique","Aussi important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Non","Non",2,"25-34"
63,"Homme","Techno/Pro court","Retraite","Technicien",3,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Oui","Oui","Non","Non",3,"50-64"
63,"Femme","< Etudes primaires","Retire des affaires",NA,2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"50-64"
37,"Femme","Techno/Pro court","Exerce une profession","Employe",1,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",2,"35-49"
69,"Homme","Supérieur & tech","Retraite","Cadre",5,"Oui","Pratiquant occasionnel",NA,NA,"Non","Oui","Non","Non","Non","Oui","Oui",0.4,"65+"
91,"Homme","Primaires","Retire des affaires",NA,3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",0,"65+"
66,"Femme","< Etudes primaires","Retraite","Ouvrier specialise",2,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"65+"
56,"Homme","Techno/Pro long","Exerce une profession","Ouvrier qualifie",9,"Oui","Appartenance sans pratique","Aussi important que le reste","Insatisfaction","Non","Non","Non","Oui","Oui","Non","Non",3,"50-64"
37,"Femme","Supérieur & tech","Exerce une profession","Employe",4,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Non",0.4,"35-49"
67,"Femme","Techno/Pro court","Retire des affaires",NA,5,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",1,"65+"
20,"Femme",NA,"Etudiant, eleve",NA,2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",2,"18-24"
38,"Femme","2eme cycle","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",1,"35-49"
48,"Femme","Supérieur & tech","Au foyer","Employe",9,"Non","Rejet",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",3,"35-49"
34,"Femme","Techno/Pro court","Exerce une profession","Ouvrier qualifie",1,"Oui","Rejet","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Oui","Non","Non",3,"25-34"
61,"Homme","Techno/Pro court","Retraite",NA,0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",4,"50-64"
40,"Femme","Techno/Pro court","Exerce une profession","Autre",2,"Non","Rejet","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",3,"35-49"
27,"Femme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",1,"25-34"
61,"Femme","Techno/Pro court","Retraite","Employe",1,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Oui",2,"50-64"
21,"Femme",NA,"Etudiant, eleve",NA,2,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Oui","Non","Non","Oui","Non",0.7,"18-24"
29,"Femme","Techno/Pro court","Au foyer","Employe",1,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",2,"25-34"
31,"Femme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",3,"25-34"
24,"Femme","Techno/Pro court","Exerce une profession","Employe",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Non",1,"18-24"
31,"Femme","2eme cycle","Exerce une profession","Employe",1,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",0,"25-34"
54,"Homme","Techno/Pro court","Autre inactif","Ouvrier specialise",0,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Oui","Non","Non",3,"50-64"
66,"Homme","Primaires","Retraite","Employe",5,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",6,"65+"
63,"Homme","Supérieur & tech","Retraite","Cadre",3,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Oui","Non","Oui","Oui","Oui",3,"50-64"
56,"Femme","2eme cycle","Exerce une profession","Profession intermediaire",5,"Oui","Pratiquant regulier","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",2,"50-64"
71,"Homme","Supérieur & tech","Retraite","Cadre",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
59,"Homme","Supérieur & tech","Exerce une profession","Cadre",9,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",2,"50-64"
20,"Femme","Techno/Pro long","Exerce une profession","Employe",5,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",3,"18-24"
31,"Homme","2eme cycle","Exerce une profession","Cadre",2,"Non","Rejet","Aussi important que le reste","Equilibre","Non","Non","Oui","Non","Oui","Non","Non",0,"25-34"
19,"Femme",NA,"Etudiant, eleve",NA,0,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Oui","Non",0.4,"18-24"
39,"Homme","2eme cycle","Exerce une profession","Technicien",0,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Oui",2,"35-49"
61,"Femme","Techno/Pro court","Retraite",NA,3,"Oui","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"50-64"
69,"Homme","2eme cycle","Retraite","Cadre",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Oui","Oui",2,"65+"
40,"Femme","2eme cycle","Exerce une profession",NA,2,"Oui","Rejet","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Oui",0,"35-49"
40,"Femme","Techno/Pro long","Exerce une profession","Cadre",8,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Oui","Non","Oui","Non","Non","Non",3,"35-49"
58,"Homme","Techno/Pro court","Chomeur","Ouvrier qualifie",4,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",3,"50-64"
40,"Femme","1er cycle","Chomeur","Employe",5,"Non","NSP ou NVPR",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",2,"35-49"
65,"Homme","Techno/Pro long","Retraite","Profession intermediaire",0,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Oui","Non","Oui",3,"65+"
53,"Femme","1er cycle","Au foyer","Employe",7,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",4,"50-64"
48,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",3,"Non","Pratiquant occasionnel","Aussi important que le reste","Equilibre","Non","Non","Non","Oui","Non","Non","Non",4,"35-49"
63,"Femme","1er cycle","Retraite","Cadre",1,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
38,"Femme","Techno/Pro court","Au foyer","Ouvrier qualifie",2,"Oui","NSP ou NVPR",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",4,"35-49"
38,"Homme","Supérieur & tech","Exerce une profession","Cadre",1,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",0.4,"35-49"
56,"Femme","Techno/Pro long","Exerce une profession","Profession intermediaire",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",3,"50-64"
65,"Homme","Supérieur & tech","Retraite","Cadre",2,"Oui","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
69,"Femme","Primaires","Retraite","Ouvrier qualifie",6,"Non","Rejet",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",0,"65+"
23,"Femme","1er cycle","Chomeur",NA,4,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Non","Non",6,"18-24"
50,"Homme","Supérieur & tech","Exerce une profession","Cadre",3,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Oui",1,"50-64"
55,"Femme","Supérieur & tech","Exerce une profession","Employe",4,"Non","NSP ou NVPR","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Non","Non",2,"50-64"
50,"Femme","Techno/Pro court","Exerce une profession",NA,1,"Non","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Oui",2,"50-64"
45,"Homme","Primaires","Chomeur","Ouvrier specialise",8,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",5,"35-49"
50,"Femme","2eme cycle","Exerce une profession","Profession intermediaire",3,"Non","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Non",0,"50-64"
74,"Femme","1er cycle","Retraite","Ouvrier specialise",1,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",9,"65+"
50,"Homme","Primaires","Exerce une profession","Employe",7,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Oui",3,"50-64"
49,"Homme","Supérieur & tech","Exerce une profession","Cadre",2,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0.1,"35-49"
35,"Homme","Supérieur & tech","Exerce une profession","Cadre",11,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"35-49"
35,"Femme","Techno/Pro court","Au foyer","Employe",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Oui","Oui","Oui",2,"35-49"
33,"Homme","Supérieur & tech","Exerce une profession","Cadre",5,"Non","NSP ou NVPR","Moins important que le reste","Satisfaction","Non","Oui","Oui","Non","Oui","Oui","Non",2,"25-34"
51,"Femme","Supérieur & tech","Exerce une profession","Profession intermediaire",2,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Non",1,"50-64"
23,"Femme","Techno/Pro long","Exerce une profession","Ouvrier qualifie",1,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Non",3,"18-24"
26,"Femme","Supérieur & tech","Exerce une profession","Cadre",3,"Oui","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"25-34"
44,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",11,"Oui","Appartenance sans pratique","Aussi important que le reste","Insatisfaction","Non","Non","Non","Non","Oui","Non","Non",0,"35-49"
60,"Homme","Supérieur & tech","Exerce une profession",NA,3,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Non",2.1,"50-64"
18,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",1,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Oui","Non",5,"18-24"
54,"Femme","Techno/Pro court","Exerce une profession","Employe",1,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Non","Oui",4,"50-64"
18,"Femme","2eme cycle","Chomeur",NA,4,"Non","Ni croyance ni appartenance",NA,NA,"Non","Non","Non","Non","Non","Oui","Non",10,"18-24"
30,"Femme","Techno/Pro long","Au foyer","Ouvrier qualifie",2,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Non","Non",5,"25-34"
46,"Homme","Primaires","Exerce une profession","Ouvrier qualifie",11,"Non","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Oui","Oui","Oui","Non","Non",1,"35-49"
48,"Femme","Supérieur & tech","Exerce une profession","Cadre",5,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Oui","Non","Oui","Oui","Oui","Oui",3,"35-49"
50,"Femme","Techno/Pro long","Exerce une profession","Employe",1,"Non","Pratiquant occasionnel","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",4,"50-64"
64,"Femme","Primaires","Au foyer","Employe",4,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"50-64"
25,"Femme","Supérieur & tech","Exerce une profession","Employe",1,"Non","Pratiquant regulier","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",0.4,"25-34"
25,"Homme","Supérieur & tech","Exerce une profession","Cadre",5,"Oui","Appartenance sans pratique","Le plus important","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",0.4,"25-34"
49,"Femme","Techno/Pro court","Exerce une profession","Employe",4,"Non","Pratiquant occasionnel","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Non",1,"35-49"
28,"Femme","Supérieur & tech","Exerce une profession","Technicien",0,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Oui",0,"25-34"
81,"Femme","Primaires","Retraite","Employe",3,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Oui",3,"65+"
37,"Homme","Supérieur & tech","Exerce une profession","Profession intermediaire",3,"Oui","Ni croyance ni appartenance","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Oui","Oui","Oui",1,"35-49"
22,"Femme",NA,"Etudiant, eleve",NA,1,"Oui","Ni croyance ni appartenance",NA,NA,"Oui","Non","Non","Oui","Oui","Oui","Oui",0.3,"18-24"
24,"Femme","Techno/Pro long","Chomeur","Employe",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui",4,"18-24"
68,"Homme","N'a jamais fait d'etudes","Retraite","Ouvrier qualifie",6,"Non","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",2,"65+"
47,"Femme","Techno/Pro court","Exerce une profession","Profession intermediaire",4,"Oui","Pratiquant occasionnel","Moins important que le reste","Satisfaction","Non","Non","Oui","Non","Non","Non","Non",1,"35-49"
72,"Femme","< Etudes primaires","Autre inactif","Ouvrier specialise",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",2,"65+"
58,"Femme","Primaires","Autre inactif","Ouvrier qualifie",2,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Non","Non",3,"50-64"
50,"Femme","Techno/Pro court","Exerce une profession",NA,9,"Oui","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Non","Non",1,"50-64"
42,"Homme","Supérieur & tech","Exerce une profession","Profession intermediaire",2,"Oui","Ni croyance ni appartenance","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",0,"35-49"
59,"Homme","< Etudes primaires","Autre inactif","Ouvrier qualifie",5,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Non","Non","Non",1,"50-64"
19,"Femme",NA,"Etudiant, eleve",NA,0,"Oui","Appartenance sans pratique",NA,NA,"Non","Non","Non","Oui","Non","Oui","Non",0.3,"18-24"
40,"Femme","Supérieur & tech","Exerce une profession",NA,2,"Oui","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",0.4,"35-49"
78,"Homme","Primaires","Retraite","Ouvrier qualifie",13,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"65+"
52,"Homme","Primaires","Exerce une profession","Employe",2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Non","Oui",NA,"50-64"
44,"Homme","2eme cycle","Exerce une profession","Employe",5,"Non","Appartenance sans pratique","Aussi important que le reste","Satisfaction","Non","Non","Non","Non","Non","Oui","Non",2,"35-49"
55,"Femme","2eme cycle","Retraite","Autre",6,"Non","Appartenance sans pratique",NA,NA,"Non","Non","Non","Non","Non","Non","Non",0,"50-64"
53,"Femme","2eme cycle","Exerce une profession","Cadre",1,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Oui","Non","Oui","Oui",2,"50-64"
36,"Femme","Techno/Pro court","Exerce une profession","Employe",6,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",7,"35-49"
27,"Femme","Techno/Pro court","Exerce une profession","Ouvrier specialise",3,"Oui","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Non","Non","Non",2,"25-34"
21,"Homme","Techno/Pro court","Exerce une profession","Ouvrier specialise",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Oui","Oui","Non",2,"18-24"
37,"Homme","Techno/Pro long","Exerce une profession","Cadre",4,"Oui","Ni croyance ni appartenance","Moins important que le reste","Satisfaction","Non","Non","Non","Non","Oui","Oui","Oui",2,"35-49"
57,"Homme","Techno/Pro court","Exerce une profession",NA,2,"Oui","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Non","Non","Non","Non","Oui",3,"50-64"
68,"Femme","Primaires","Retire des affaires",NA,2,"Oui","Pratiquant occasionnel",NA,NA,"Non","Non","Non","Non","Non","Non","Non",5,"65+"
73,"Femme","Primaires","Retire des affaires",NA,3,"Non","Pratiquant regulier",NA,NA,"Non","Non","Non","Non","Oui","Non","Non",3,"65+"
44,"Femme","Primaires","Exerce une profession","Employe",1,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Oui","Oui","Non",0,"35-49"
29,"Homme","Supérieur & tech","Exerce une profession","Autre",2,"Non","Pratiquant regulier","Aussi important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Oui",2,"25-34"
19,"Femme",NA,"Exerce une profession","Autre",2,"Non","Appartenance sans pratique","Moins important que le reste","Equilibre","Non","Non","Oui","Oui","Oui","Oui","Oui",2,"18-24"
30,"Femme","1er cycle","Exerce une profession","Employe",2,"Non","Appartenance sans pratique","Moins important que le reste","Satisfaction","Non","Non","Non","Oui","Non","Oui","Non",5,"25-34"
50,"Femme","Primaires","Au foyer","Ouvrier specialise",7,"Ne sait pas","Pratiquant regulier",NA,NA,"Non","Non","Non","Oui","Non","Non","Oui",3,"50-64"
