"short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed"
"D, Tadić","LW, CF, CAM",84,84,33500000,32000,32,1988-11-20,181,76,245,"Ajax","Holland Eredivisie",1,"LW",10,NA,2018-07-03,2024,51,"Serbia",NA,NA,NA,"Left",3,4,3,"Medium/Medium","Unique","Yes",46900000,"Solid Player, Leadership, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",69,81,85,85,43,76,86,83,66,87,80,85,85,79,80,87,67,70,76,83,84,79,59,88,80,77,56,41,85,88,86,86,51,34,26,11,11,14,9,16,NA
"W, Ben Yedder","ST",84,84,41500000,88000,30,1990-08-12,170,68,69,"AS Monaco","French Ligue 1",1,"ST",10,NA,2019-08-14,2024,18,"France",NA,NA,NA,"Right",5,4,2,"High/Low","Unique","Yes",78900000,"Leadership, Flair, Outside Foot Shot, Team Player, Chip Shot (AI), Technical Dribbler (AI)",82,84,77,87,39,70,74,88,74,82,84,87,82,76,66,87,83,81,91,86,91,84,78,75,69,74,62,44,90,80,85,85,34,33,26,6,13,9,7,7,NA
"L, Digne","LB",84,84,40500000,110000,27,1993-07-20,178,74,7,"Everton","English Premier League",1,"LB",12,NA,2018-08-01,2023,18,"France",1335,"SUB",18,"Left",2,3,2,"High/Medium","Unique","Yes",7.7e+07,"Long Throw-in, Dives Into Tackles (AI), Early Crosser",79,69,80,80,80,76,88,60,71,81,68,78,83,83,73,84,81,77,74,83,78,83,94,86,69,76,76,82,73,75,60,81,78,83,84,6,12,9,6,13,NA
"J, Iličić","CF, ST",84,84,2.7e+07,84000,33,1988-01-29,190,79,39,"Atalanta","Italian Serie A",1,"SUB",72,NA,2017-07-05,2022,44,"Slovenia",NA,NA,NA,"Left",4,5,3,"Medium/Medium","Lean (185+)","Yes",45900000,"Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",75,86,84,86,40,67,82,85,58,86,83,88,85,83,77,88,76,74,83,80,73,88,34,65,74,89,58,46,85,87,78,80,41,32,26,13,13,8,12,6,NA
"E, Martínez","GK",84,85,33500000,81000,28,1992-09-02,195,88,2,"Aston Villa","English Premier League",1,"GK",1,NA,2020-09-16,2024,52,"Argentina",1369,"GK",23,"Right",4,1,3,"Medium/Medium","Stocky (185+)","Yes",66200000,"GK Long Throw, Team Player, Comes For Crosses",NA,NA,NA,NA,NA,NA,22,16,26,50,13,13,22,20,51,35,59,57,49,80,49,62,60,40,70,16,37,13,12,66,42,60,11,20,20,85,83,82,83,85,58
"H, Maguire","CB",84,86,42500000,155000,28,1993-03-05,194,100,11,"Manchester United","English Premier League",1,"LCB",5,NA,2019-08-05,2024,14,"England",1318,"LCB",6,"Right",3,2,3,"High/High","Stocky (185+)","Yes",81800000,"Solid Player, Leadership, Long Passer (AI), Power Header",50,55,69,70,85,87,51,48,87,78,47,71,48,46,84,76,47,53,50,84,41,75,85,82,90,52,84,86,61,70,44,85,87,83,78,14,16,9,14,9,NA
"S, Savić","CB",84,84,34500000,74000,30,1991-01-08,187,80,240,"Atlético de Madrid","Spain Primera Division",1,"RCB",15,NA,2015-07-20,2024,15,"Montenegro",NA,NA,NA,"Right",3,2,2,"Medium/High","Normal (185+)","Yes",70700000,"Power Header",64,35,57,58,87,76,35,34,84,73,27,47,34,28,72,67,60,67,59,83,45,43,86,53,83,31,86,87,29,55,37,80,90,86,83,14,13,14,13,12,NA
"M, Sabitzer","CM, CDM, CAM",84,85,4.8e+07,110000,27,1994-03-17,178,76,21,"FC Bayern München","German 1, Bundesliga",1,"SUB",18,NA,2021-08-30,2025,4,"Austria",1322,"CAM",9,"Right",4,3,3,"High/High","Normal (170-185)","Yes",82800000,"Injury Prone, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",78,84,81,80,67,78,74,81,60,84,82,79,76,78,81,82,75,81,75,86,80,88,71,85,76,88,77,66,83,83,72,80,71,70,59,11,13,14,15,13,NA
"L, Shaw","LB",84,86,48500000,140000,25,1995-07-12,181,75,11,"Manchester United","English Premier League",1,"LB",23,NA,2014-06-27,2023,14,"England",1318,"LB",3,"Left",2,3,2,"High/Medium","Stocky (170-185)","Yes",93400000,"Injury Prone, Early Crosser, Speed Dribbler (AI)",79,54,79,80,81,80,85,44,78,82,56,80,83,54,69,82,76,81,75,82,77,70,83,80,79,54,84,79,78,81,44,83,83,83,79,10,12,13,7,7,NA
"J, Grealish","LW, LM, CAM",84,85,50500000,180000,25,1995-09-10,180,81,10,"Manchester City","English Premier League",1,"LW",10,NA,2021-08-05,2027,14,"England",1318,"SUB",7,"Right",3,4,3,"High/Medium","Unique","Yes",97200000,"Flair, Playmaker (AI), Technical Dribbler (AI)",80,76,83,88,46,64,81,77,36,85,72,89,78,74,82,88,81,79,85,79,84,76,36,80,61,80,60,44,81,85,58,88,48,49,43,11,6,11,10,13,NA
"M, Ginter","CB",84,85,42500000,45000,27,1994-01-19,191,86,23,"Borussia Mönchengladbach","German 1, Bundesliga",1,"RCB",28,NA,2017-07-04,2022,21,"Germany",NA,NA,NA,"Right",3,2,3,"Medium/Medium","Normal (185+)","Yes",75400000,"Solid Player, Long Passer (AI), Team Player",62,58,72,66,86,79,68,55,84,79,53,61,44,42,78,75,54,69,55,86,49,74,77,75,84,46,74,84,55,72,67,71,87,89,79,12,10,6,8,10,NA
"Felipe","CB",84,84,27500000,74000,32,1989-05-16,190,84,240,"Atlético de Madrid","Spain Primera Division",1,"SUB",18,NA,2019-07-01,2022,54,"Brazil",NA,NA,NA,"Right",3,2,3,"Low/High","Normal (185+)","Yes",56400000,"Power Header",61,41,58,62,85,84,45,39,83,73,44,57,32,30,69,64,55,66,66,81,52,46,89,68,90,41,89,85,34,50,47,75,86,85,82,9,11,14,9,7,NA
"Y, Carrasco","LM, ST",84,84,4.5e+07,81000,27,1993-09-04,185,73,240,"Atlético de Madrid","Spain Primera Division",1,"LM",21,NA,2020-09-08,2024,7,"Belgium",1325,"SUB",11,"Right",4,4,3,"High/High","Lean (185+)","Yes",92300000,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88,81,78,85,45,67,81,81,53,79,70,88,81,79,73,85,89,88,87,80,73,85,71,80,61,82,65,43,80,77,81,79,44,47,35,9,11,9,10,10,NA
"F, Kostić","LM, LWB",84,84,42500000,52000,28,1992-11-01,184,82,1824,"Eintracht Frankfurt","German 1, Bundesliga",1,"LM",10,NA,2019-05-17,2023,51,"Serbia",NA,NA,NA,"Left",2,3,3,"High/High","Normal (170-185)","Yes",72300000,"Power Free-Kick, Speed Dribbler (AI)",88,77,82,83,68,80,91,75,59,80,70,85,79,80,75,82,89,88,76,82,79,85,67,90,77,78,80,63,79,81,64,80,69,72,68,13,14,12,12,13,NA
"H, Ziyech","RW, CAM",84,84,42500000,170000,28,1993-03-19,181,65,5,"Chelsea","English Premier League",1,"SUB",22,NA,2020-07-01,2025,129,"Morocco",NA,NA,NA,"Left",2,5,3,"High/High","Unique","Yes",78600000,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",78,76,87,83,50,65,88,73,52,86,74,83,90,78,89,85,79,77,85,84,78,83,35,79,58,77,73,52,82,89,67,79,44,56,40,11,7,11,8,14,NA
"R, Guerreiro","LB, LM",84,84,40500000,79000,27,1993-12-22,170,71,22,"Borussia Dortmund","German 1, Bundesliga",1,"LB",13,NA,2016-07-01,2023,38,"Portugal",1354,"LB",5,"Left",2,4,3,"High/Low","Normal (170-)","Yes",68900000,"Flair, Outside Foot Shot, Technical Dribbler (AI)",75,77,85,88,76,58,84,77,43,88,79,88,85,82,82,87,84,67,88,86,90,79,53,79,50,80,52,83,79,85,44,86,79,79,78,12,6,8,11,8,NA
"Ricardo Pereira","RB, RM",84,84,40500000,130000,27,1993-10-06,175,70,95,"Leicester City","English Premier League",1,"RB",21,NA,2018-06-09,2023,38,"Portugal",NA,NA,NA,"Right",4,3,3,"High/High","Unique","Yes",7.7e+07,"Early Crosser, Speed Dribbler (AI), Team Player",83,67,78,82,80,75,82,66,67,82,59,81,78,52,77,83,82,83,79,83,82,74,75,84,69,64,79,79,77,76,61,81,80,84,83,16,12,15,11,11,NA
"T, Werner","ST, LW",84,87,56500000,155000,25,1996-03-06,180,76,5,"Chelsea","English Premier League",1,"SUB",11,NA,2020-07-01,2025,21,"Germany",1337,"ST",9,"Right",4,3,3,"High/Medium","Unique","Yes",108800000,"Speed Dribbler (AI)",91,81,70,82,35,70,69,81,76,79,84,82,70,58,55,84,93,89,82,87,76,85,75,83,65,77,63,37,88,68,78,79,39,20,19,9,9,8,15,9,NA
"M, Maignan","GK",84,89,49500000,45000,25,1995-07-03,191,89,47,"AC Milan","Italian Serie A",1,"GK",16,NA,2021-07-01,2026,18,"France",1335,"SUB",23,"Right",4,1,2,"Medium/Medium","Normal (185+)","No",87900000,"Comes For Crosses",NA,NA,NA,NA,NA,NA,18,15,17,55,16,32,28,16,46,40,49,51,39,82,55,64,74,39,78,20,30,25,15,60,15,65,23,16,19,83,81,85,84,86,50
"M, Brozović","CDM, CM",84,84,3.7e+07,130000,28,1992-11-16,181,68,44,"Inter","Italian Serie A",1,"CDM",77,NA,2016-07-01,2022,10,"Croatia",NA,NA,NA,"Right",4,3,3,"Medium/Medium","Lean (170-185)","Yes",62900000,"Dives Into Tackles (AI), Finesse Shot, Long Passer (AI), Long Shot Taker (AI)",69,74,80,79,79,78,72,69,70,85,65,76,79,74,84,84,70,68,79,76,84,80,70,94,67,84,85,81,70,80,69,82,77,81,80,8,8,15,11,8,NA
"Y, Tielemans","CM, CDM",84,87,5.7e+07,125000,24,1997-05-07,176,72,95,"Leicester City","English Premier League",1,"RDM",8,NA,2019-07-08,2023,7,"Belgium",1325,"LCM",8,"Right",5,4,2,"Medium/Medium","Normal (170-185)","Yes",112600000,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",63,79,86,80,71,72,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,70,73,69,6,8,10,14,12,NA
"J, Giménez","CB",84,88,5.2e+07,74000,26,1995-01-20,185,79,240,"Atlético de Madrid","Spain Primera Division",1,"CB",2,NA,2013-07-01,2025,60,"Uruguay",NA,NA,NA,"Right",3,2,2,"Medium/High","Normal (185+)","Yes",110500000,"Injury Prone, Dives Into Tackles (AI)",69,45,57,59,86,80,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86,9,11,7,10,15,NA
"N, Fekir","CAM, RM, ST",84,84,4.5e+07,42000,27,1993-07-18,173,75,449,"Real Betis Balompié","Spain Primera Division",1,"CAM",8,NA,2019-07-23,2023,18,"France",NA,NA,NA,"Left",4,4,3,"High/Medium","Stocky (170-185)","Yes",94500000,"Power Free-Kick, Finesse Shot, Flair, Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83,83,82,87,38,79,79,83,49,84,77,88,83,79,78,87,88,79,82,79,91,84,64,79,81,84,79,34,82,83,74,89,34,42,30,15,9,8,14,15,NA
"L, Sané","RM, LM",84,87,5.6e+07,105000,25,1996-01-11,183,80,21,"FC Bayern München","German 1, Bundesliga",1,"LM",10,NA,2020-07-15,2025,21,"Germany",1337,"LM",19,"Left",2,4,3,"Medium/Low","Unique","Yes",96600000,"Power Free-Kick, Flair, Speed Dribbler (AI)",90,81,79,85,38,68,83,81,72,81,85,87,83,82,64,84,91,89,84,79,79,87,64,68,70,78,63,34,84,82,71,80,36,32,35,8,12,9,9,14,NA
"N, Barella","CM",84,89,63500000,120000,24,1997-02-07,172,68,44,"Inter","Italian Serie A",1,"RCM",23,NA,2020-09-01,2024,27,"Italy",1343,"RCM",18,"Right",3,3,3,"High/High","Normal (170-)","Yes",112700000,"Solid Player, Technical Dribbler (AI)",78,71,79,86,75,78,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85,74,75,79,11,5,13,14,11,NA
"M, Acuña","LB, LM",84,84,3.7e+07,45000,29,1991-10-28,172,69,481,"Sevilla FC","Spain Primera Division",1,"LB",19,NA,2020-09-14,2024,52,"Argentina",1369,"LB",8,"Left",3,4,2,"High/High","Stocky (170-185)","No",77700000,"Flair, Long Passer (AI), Outside Foot Shot",76,74,82,87,79,82,87,66,58,82,68,87,88,75,78,88,77,76,83,83,90,82,63,90,80,81,84,79,81,82,76,87,80,84,82,8,14,13,13,14,NA
"André Silva","ST",84,85,5.1e+07,110000,25,1995-11-06,185,84,112172,"RB Leipzig","German 1, Bundesliga",1,"ST",33,NA,2021-07-02,2026,38,"Portugal",1354,"SUB",9,"Right",3,4,3,"Medium/Medium","Normal (185+)","Yes",90500000,"Flair",74,84,69,83,45,77,60,87,86,79,84,84,76,33,63,85,77,71,77,86,75,83,88,79,76,78,75,59,87,74,90,84,36,40,21,14,13,7,11,8,NA
"F, Kessié","CDM, CM",84,86,49500000,51000,24,1996-12-19,183,88,47,"AC Milan","Italian Serie A",1,"LDM",79,NA,2019-07-01,2022,108,"Côte d'Ivoire",NA,NA,NA,"Right",4,3,3,"High/High","Normal (170-185)","Yes",87900000,"Solid Player, Leadership, Team Player",78,74,74,80,82,87,66,67,68,83,60,78,58,48,75,84,76,79,72,81,79,84,72,94,86,78,84,84,74,76,89,84,85,84,78,9,11,12,12,10,NA
"T, Hernández","LB",84,90,62500000,51000,23,1997-10-06,184,81,47,"AC Milan","Italian Serie A",1,"LB",19,NA,2019-07-05,2024,18,"France",NA,NA,NA,"Left",3,3,3,"High/Medium","Unique","Yes",118800000,"Speed Dribbler (AI)",93,71,76,81,77,82,84,68,74,78,66,83,69,64,68,79,92,94,78,84,75,80,68,90,79,72,82,78,80,74,50,80,74,79,80,12,10,7,7,7,NA
"K, Havertz","CAM, CF, CM",84,92,94500000,130000,22,1999-06-11,188,82,5,"Chelsea","English Premier League",1,"SUB",29,NA,2020-09-04,2025,21,"Germany",1337,"CAM",7,"Left",4,4,3,"Medium/Medium","Unique","Yes",193700000,"Finesse Shot, Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",82,78,79,84,45,66,72,81,78,84,80,86,84,53,78,85,77,86,78,83,75,74,75,77,69,77,42,38,82,81,73,84,39,46,38,6,8,11,10,12,NA
"P, Foden","CAM, LW, CM",84,92,94500000,125000,21,2000-05-28,171,69,10,"Manchester City","English Premier League",1,"SUB",47,NA,2016-07-01,2024,14,"England",1318,"RW",20,"Left",3,4,3,"High/Medium","Lean (170-185)","Yes",193700000,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",84,78,80,87,56,57,75,79,47,84,59,86,73,59,78,88,86,82,90,83,91,82,49,79,44,77,64,59,82,84,64,82,58,59,47,8,15,6,10,13,NA
"Fernandinho","CDM, CB",83,83,7e+06,1e+05,36,1985-05-04,179,67,10,"Manchester City","English Premier League",1,"SUB",25,NA,2013-07-01,2022,54,"Brazil",NA,NA,NA,"Right",4,3,3,"Medium/High","Lean (170-185)","Yes",1.3e+07,"Leadership, Team Player",59,72,75,78,84,75,68,66,71,83,70,76,68,71,81,81,67,52,69,86,77,83,84,66,75,76,86,85,70,66,61,81,87,85,80,12,11,5,13,7,NA
"C, Vela","RW, LW, CAM",83,83,2.9e+07,17000,32,1989-03-01,177,77,112996,"Los Angeles FC","USA Major League Soccer",1,"RW",10,NA,2018-01-01,2022,83,"Mexico",NA,NA,NA,"Left",2,4,3,"High/Low","Normal (170-185)","Yes",43500000,"Leadership, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80,82,78,84,31,67,78,85,67,81,82,84,84,71,66,85,81,80,80,83,83,76,66,69,70,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10,NA
"A, Witsel","CDM, CM",83,83,2.4e+07,72000,32,1989-01-12,186,81,22,"Borussia Dortmund","German 1, Bundesliga",1,"SUB",28,NA,2018-08-17,2022,7,"Belgium",1325,"SUB",6,"Right",4,4,3,"Medium/Medium","Unique","Yes",40800000,"Solid Player, Leadership",61,72,81,79,82,79,69,71,84,90,77,78,71,68,83,81,60,61,71,85,70,75,78,76,82,71,75,83,73,79,76,90,82,80,80,5,7,7,10,7,NA
"Sergio Asenjo","GK",83,83,1.8e+07,37000,32,1989-06-28,189,87,483,"Villarreal CF","Spain Primera Division",1,"SUB",1,NA,2014-06-30,2022,45,"Spain",NA,NA,NA,"Right",3,1,2,"Medium/Medium","Stocky (185+)","No",37800000,"Injury Prone, Comes For Crosses",NA,NA,NA,NA,NA,NA,24,14,13,39,15,15,23,22,39,14,59,54,62,80,58,59,73,41,73,13,20,22,12,46,15,64,24,15,14,85,83,78,81,83,57
"S, Kjær","CB",83,83,23500000,54000,32,1989-03-26,190,86,47,"AC Milan","Italian Serie A",1,"RCB",24,NA,2020-01-13,2022,13,"Denmark",1331,"CB",4,"Right",3,2,3,"Low/High","Normal (185+)","Yes",4e+07,"Leadership, Long Passer (AI)",67,55,64,59,85,78,50,55,81,76,37,50,52,69,72,70,63,71,57,79,53,78,81,65,82,41,82,85,31,55,61,69,87,85,81,6,10,13,10,15,NA
"E, Džeko","ST",83,83,15500000,105000,35,1986-03-17,193,80,44,"Inter","Italian Serie A",1,"RS",9,NA,2021-08-14,2023,8,"Bosnia and Herzegovina",NA,NA,NA,"Right",5,3,3,"Medium/Medium","Lean (185+)","Yes",26400000,"Finesse Shot, Technical Dribbler (AI)",66,83,72,78,45,76,63,85,83,77,77,78,65,54,78,86,64,67,62,80,55,86,64,74,86,78,58,50,90,74,67,86,54,28,16,9,11,13,15,15,NA
"J, Boateng","CB",83,83,23500000,81000,32,1988-09-03,190,94,66,"Olympique Lyonnais","French Ligue 1",1,"RES",27,NA,2021-09-01,2023,21,"Germany",NA,NA,NA,"Right",4,2,4,"Medium/Medium","Stocky (185+)","Yes",44700000,"Long Throw-in, Injury Prone, Long Passer (AI)",72,50,73,67,84,79,69,34,83,77,52,64,53,31,83,71,63,80,55,85,52,78,74,60,87,58,83,83,47,78,46,84,84,84,84,7,12,15,6,5,NA
"T, Alderweireld","CB",83,83,NA,NA,32,1989-03-02,186,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Belgium",1325,"RCB",2,"Right",3,2,3,"Medium/Medium","Normal (185+)","Yes",NA,"Long Passer (AI)",58,55,70,67,86,77,64,45,81,77,38,62,63,59,81,75,55,60,54,85,62,78,81,76,77,58,79,85,52,62,58,86,87,87,84,16,6,14,16,14,NA
"Azpilicueta","CB, RWB",83,83,2.5e+07,125000,31,1989-08-28,178,77,5,"Chelsea","English Premier League",1,"RWB",28,NA,2012-08-24,2022,45,"Spain",1362,"SUB",2,"Right",3,2,3,"Medium/Medium","Normal (170-185)","Yes",46300000,"Long Throw-in, Solid Player, Early Crosser, Long Passer (AI), Team Player",66,55,76,72,84,76,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,NA
"Paulinho","CM, CAM, CDM",83,83,28500000,61000,32,1988-07-25,183,80,112387,"Al Ahli","Saudi Abdul L, Jameel League",1,"LCM",15,NA,2021-07-22,2024,54,"Brazil",NA,NA,NA,"Right",4,4,3,"High/High","Normal (170-185)","Yes",48500000,"Power Free-Kick, Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",72,81,77,81,80,85,67,83,85,82,75,82,66,75,76,83,73,71,72,82,85,83,92,91,82,80,81,80,83,82,71,81,80,79,75,16,16,11,6,8,NA
"Muniain","CAM, RM, LM",83,83,36500000,44000,28,1992-12-19,170,66,448,"Athletic Club de Bilbao","Spain Primera Division",1,"LM",10,NA,2009-08-01,2024,45,"Spain",NA,NA,NA,"Right",3,4,2,"High/Medium","Normal (170-)","Yes",76700000,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Team Player, Technical Dribbler (AI)",81,76,82,87,51,61,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38,10,5,5,13,12,NA
"Canales","CM, CDM, LM",83,83,34500000,38000,30,1991-02-16,176,65,449,"Real Betis Balompié","Spain Primera Division",1,"LM",10,NA,2018-07-03,2023,45,"Spain",NA,NA,NA,"Left",3,4,2,"High/Medium","Lean (170-185)","Yes",72500000,"Injury Prone, Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI)",83,80,85,82,67,71,81,79,50,84,67,82,85,84,87,83,85,82,83,83,79,78,38,80,71,84,68,77,85,89,80,80,64,71,58,15,12,16,13,12,NA
"L, Hrádecký","GK",83,83,1.9e+07,55000,31,1989-11-24,192,83,32,"Bayer 04 Leverkusen","German 1, Bundesliga",1,"GK",1,NA,2018-07-01,2023,17,"Finland",1334,"GK",1,"Right",3,1,3,"Medium/Medium","Lean (185+)","Yes",32300000,"Leadership, Team Player, Comes For Crosses, Saves with Feet",NA,NA,NA,NA,NA,NA,11,11,11,30,9,10,11,15,33,20,38,44,43,82,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,78,69,83,87,40
"Alex Sandro","LB, LM",83,83,31500000,95000,30,1991-01-26,180,80,45,"Juventus","Italian Serie A",1,"LB",12,NA,2015-08-21,2023,54,"Brazil",NA,NA,NA,"Left",3,3,3,"High/Medium","Unique","Yes",5.2e+07,"Speed Dribbler (AI)",81,65,77,79,78,79,84,55,76,81,68,79,78,59,71,80,78,83,78,80,77,78,79,83,77,72,80,76,70,70,60,80,76,80,80,7,7,9,12,5,NA
"B, Leno","GK",83,84,2.8e+07,87000,29,1992-03-04,190,83,1,"Arsenal","English Premier League",1,"GK",1,NA,2018-07-01,2023,21,"Germany",1337,"SUB",12,"Right",3,1,3,"Medium/Medium","Normal (185+)","Yes",55300000,"Rushes Out Of Goal, Cautious With Crosses",NA,NA,NA,NA,NA,NA,9,9,13,50,10,16,9,8,48,35,55,56,52,78,44,57,73,43,70,14,28,25,7,56,23,62,27,15,18,85,80,76,83,85,55
"K, Manolas","CB",83,83,3e+07,80000,30,1991-06-14,189,83,48,"Napoli","Italian Serie A",1,"RCB",44,NA,2019-07-02,2024,22,"Greece",NA,NA,NA,"Right",2,2,3,"Low/Medium","Normal (185+)","Yes",5.1e+07,"Dives Into Tackles (AI)",81,25,44,62,85,81,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87,8,6,8,15,12,NA
"H, Mkhitaryan","CF, RM, RW",83,83,29500000,82000,32,1989-01-21,177,75,52,"Roma","Italian Serie A",1,"LM",77,NA,2020-08-01,2022,3,"Armenia",NA,NA,NA,"Right",5,4,3,"Medium/Medium","Normal (170-185)","Yes",50200000,"Finesse Shot, Flair",85,80,79,83,56,74,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82,51,53,55,5,11,14,5,7,NA
"J, Cuadrado","RB, RM",83,83,1.9e+07,95000,33,1988-05-26,179,72,45,"Juventus","Italian Serie A",1,"RM",11,NA,2015-02-02,2022,56,"Colombia",NA,NA,NA,"Right",3,5,3,"High/Medium","Lean (170-185)","Yes",31400000,"Flair, Technical Dribbler (AI)",90,75,77,87,76,72,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83,5,5,13,6,9,NA
"J, Matip","CB",83,83,30500000,130000,29,1991-08-08,194,90,9,"Liverpool","English Premier League",1,"RCB",32,NA,2016-07-01,2024,103,"Cameroon",NA,NA,NA,"Right",2,2,2,"Medium/Medium","Lean (185+)","Yes",56400000,"Injury Prone",58,46,68,68,85,78,54,36,84,77,50,69,63,22,74,72,50,65,51,84,42,66,75,69,81,48,84,86,48,72,42,80,86,86,81,11,15,10,7,10,NA
"S, Coates","CB",83,83,3e+07,21000,30,1990-10-07,196,92,237,"Sporting CP","Portuguese Liga ZON SAGRES",1,"CB",4,NA,2017-01-31,2023,60,"Uruguay",NA,NA,NA,"Right",3,2,3,"Medium/Medium","Normal (185+)","Yes",6e+07,"Solid Player, Dives Into Tackles (AI), Leadership, Long Passer (AI), Team Player",68,49,55,63,84,87,17,55,82,74,48,65,39,19,72,70,65,70,37,77,31,50,57,80,94,30,84,82,49,60,72,79,85,86,85,16,13,15,16,13,NA
"F, Acerbi","CB",83,83,17500000,75000,33,1988-02-10,192,88,46,"Lazio","Italian Serie A",1,"LCB",33,NA,2018-07-11,2023,27,"Italy",1343,"SUB",15,"Left",3,3,3,"Medium/High","Normal (185+)","No",29800000,"Leadership, Long Passer (AI), Power Header",63,50,62,64,86,83,25,37,82,75,39,65,62,56,79,72,64,62,32,85,35,75,70,87,85,60,77,86,20,65,72,85,87,87,85,11,9,9,13,11,NA
"Allan","CDM, CM",83,83,30500000,1e+05,30,1991-01-08,175,74,7,"Everton","English Premier League",1,"LDM",6,NA,2020-09-05,2023,54,"Brazil",NA,NA,NA,"Right",3,4,2,"Medium/High","Normal (170-185)","Yes",5.8e+07,"Leadership",72,71,77,82,80,79,72,73,56,83,56,81,68,49,80,82,77,68,78,84,86,73,64,92,70,69,89,78,77,77,53,85,82,87,82,13,13,5,5,8,NA
"K, Volland","ST, CF",83,83,3.7e+07,83000,28,1992-07-30,179,85,69,"AS Monaco","French Ligue 1",1,"RF",31,NA,2020-09-02,2024,21,"Germany",NA,NA,NA,"Left",4,3,2,"High/High","Stocky (170-185)","Yes",70300000,"Solid Player",73,85,79,80,42,86,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,8,7,9,7,12,NA
"Morata","ST",83,83,3.7e+07,84000,28,1992-10-23,190,84,45,"Juventus","Italian Serie A",1,"ST",9,"Atlético de Madrid",NA,2022,45,"Spain",1362,"SUB",7,"Right",4,3,3,"Medium/Medium","Unique","Yes",NA,"Speed Dribbler (AI)",82,80,72,81,31,77,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5,NA
"M, Icardi","ST",83,83,3.7e+07,120000,28,1993-02-19,181,75,73,"Paris Saint-Germain","French Ligue 1",1,"SUB",9,NA,2020-06-08,2024,52,"Argentina",NA,NA,NA,"Right",4,3,3,"Medium/Medium","Unique","Yes",68500000,"Power Header, Outside Foot Shot",69,83,65,77,36,69,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20,13,9,5,7,9,NA
